"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Gardner Webb",59.7142857142857,362,14.4381669805399,326,34.7708894878706,305,33.2857142857143,131
2026,"George Mason",46.9858156028369,53,18.5346505291643,116,26.536312849162,44,28.1914893617021,45
2026,"George Washington",51.5427769985975,197,18.2763150379805,133,26.9503546099291,52,33.3800841514727,133
2026,"Georgetown",48.9747634069401,102,17.0041536863967,204,28.1012658227848,84,39.589905362776,267
2026,"Georgia",45.0684931506849,23,21.307533940886,25,31.3807531380753,200,28.2191780821918,47
2026,"Georgia Southern",51.5731874145007,201,20.1942849039212,53,36.281179138322,326,38.8508891928865,250
2026,"Georgia St.",51.1816838995569,179,16.3034757213004,250,35.8024691358025,319,38.109305760709,237
2026,"Georgia Tech",45.6681350954479,32,17.1838008184255,195,28.2758620689655,97,31.2775330396476,89
2026,"Gonzaga",44.3651925820257,13,21.0417337045483,28,23.9175257731959,8,36.6619115549215,204
2026,"Grambling St.",52.1739130434783,228,20.6316630646011,38,36.5325077399381,331,42.9347826086956,311
2026,"Grand Canyon",49.3636363636364,119,18.7006635139266,112,22.9850746268657,3,34.1818181818182,151
2026,"Green Bay",54.9593495934959,297,12.7003635991192,359,28.125,87,41.3008130081301,296
2026,"Hampton",51.9458544839256,219,18.4625827252673,125,31.9559228650138,219,44.839255499154,328
2026,"Harvard",54.2961608775137,283,18.7603668185545,108,27.4193548387097,64,27.6051188299817,35
2026,"Hawaii",42.4137931034483,6,16.8572316833051,216,22.8571428571429,2,38.2758620689655,242
2026,"High Point",51.3535031847134,187,21.561291140846,20,33.3333333333333,266,39.3312101910828,257
2026,"Hofstra",48.7719298245614,99,18.15297199572,139,32.6704545454545,248,37.1929824561403,214
2026,"Holy Cross",56.8695652173913,333,15.2466367713004,293,26.984126984127,53,27.4782608695652,33
2026,"Houston",42.719298245614,8,23.7106473902779,7,30.8270676691729,168,38.4210526315789,244
2026,"Houston Christian",57.2332730560579,340,16.3768199123764,243,26.5573770491803,45,27.6672694394213,38
2026,"Howard",52.4907749077491,239,21.5403520185045,21,31.8885448916409,218,41.3284132841328,297
2026,"IU Indy",58.5982658959538,357,20.3408230605511,49,38.4408602150538,350,45.5202312138728,332
2026,"Idaho",54.0659340659341,275,14.0893392191395,336,24.8062015503876,15,37.3626373626374,218
2026,"Idaho St.",49.3190661478599,115,18.4641208560638,124,35.4948805460751,315,32.295719844358,110
2026,"Illinois",48.0337078651685,76,12.4709741324716,363,26.2910798122066,35,20.9269662921348,4
2026,"Illinois Chicago",51.5490533562823,199,20.3432930705658,48,37.9310344827586,345,35.6282271944923,176
2026,"Illinois St.",48.5915492957746,94,16.6595612107697,231,27.6807980049875,74,34.1158059467919,150
2026,"Incarnate Word",56.7961165048544,332,15.983452425724,263,32.2869955156951,236,51.2135922330097,356
2026,"Indiana",44.2246835443038,10,18.0888083516413,145,27.4698795180723,68,39.5569620253165,264
2026,"Indiana St.",46.3432835820896,45,15.8514102586192,269,34.3980343980344,294,25.8208955223881,24
2026,"Iona",50.8354755784062,165,18.5588909385656,115,33.3333333333333,266,28.5347043701799,54
2026,"Iowa",47.8062157221207,72,22.9306979443262,9,30.2857142857143,157,41.4990859232175,299
2026,"Iowa St.",48.8467874794069,101,26.3534251418104,1,29.7297297297297,137,25.7001647446458,22
2026,"Jackson St.",56.4690026954178,327,15.5865463494668,282,41.2735849056604,361,42.722371967655,310
2026,"Jacksonville",57.8754578754579,348,16.658142763206,232,31.1475409836066,192,45.4212454212454,331
2026,"Jacksonville St.",47.4160206718346,64,15.9697868896682,265,27.5720164609053,71,37.7260981912145,230
2026,"James Madison",50.9724473257699,171,15.1917453702148,300,31.4432989690722,203,45.8670988654781,335
2026,"Kansas",41.8449197860963,2,13.2064118981131,356,28.2051282051282,93,27.5401069518717,34
2026,"Kansas City",55.4676258992806,308,18.1184886681349,140,37.9487179487179,346,32.2302158273381,108
2026,"Kansas St.",49.7088791848617,127,17.8990115699946,155,30.9405940594059,174,32.6055312954876,120
